index,created_at,custom_comment,sentiment
5817,07/11/2018,Baltimore drivers are not as courteous as Dallas drivers but overall pretty good! About 3-5 months ago it was a problem that my drivers would not show in the early morning hours in Charleston SC that need to be addressed/tweeted; also asking for a tip is not proper etiquette if you're good then it's no need to ask but if you do not acknowledge me as a person I will not tip!,1
5824,07/10/2018,"I feel I can depend on some other way to travel if I may need an emergency trip, or my car is at the shop. I think they charge a reasonable price. You can probably trust them more than public transportation, not only for safety but for comfort.",1
5825,07/10/2018,"The drivers are intentionally nice because a tip is involved, but I like that they are nice and many of them pay attention to where they are going.",1
5830,07/06/2018,"I've heard and read plenty of complaints against Utaxi. Personally I haven't experienced any serious issues, and the minor ones I encounter are usually resolved promptly. That aside, Utaxi remains one of my favorite apps ever. The convenience it provides is heavenly.",1
5886,5/22/18,This was our first time using Utaxi - My husband wanted a ride to and from Smart Financial Center for an event. We had difficulty getting the first attempt at making a future reservation to take and ended up with someone on the way on the wrong day. We cancelled that ride successfully and was billed $10 for the cancellation. The next day we successfully got the reservation set up for the pick up.,1
5915,05/01/2018,"I starting using again recently. I noticed my personal checking account balance was getting lower. I checked my statement online and Utaxi had been charging my personal bank card, and not my preferred business card which is my selected card. My personal card was only to used if my business account had low funds which was not the case. Utaxi insisted for 2 weeks that if I gave them the dates and times of the rides, they would reverse those payments, and charge the correct card. They did not do that, and then started asking to provide all of that information again and I had already done that 4 times.",1
6088,11/09/2017,"Out of desperation, I signed up for Utaxi for an appointment. Registration was easy, and the app kept me informed about the time of arrival, which was FAST. A driver happened to be in my area and came right away. I was texted a photo and his ID by Utaxi, so I was reassured - but I did forward it to a family member as a security precaution. The driver was SO kind - congenial and eager to please. It was such a great introduction to Utaxi and I have been happy ever since.",1
6098,11/01/2017,"Utaxi has made travel so much simpler for me. I use it to get to and from the airport, or to get to stores in unfamiliar areas and sometimes to get to events or a party where I don't want to drive or find parking.",1
6117,10/25/17,"We used Utaxi about 10 times over a week on an Orlando vacation instead of renting a car and had very good results except for the last trip from our hotel to the airport. The initial estimated cost was $21.86 and it ended up taking 20 minutes or so. At the airport we were shocked that we had paid $65.91 and the receipt showed a distance of 74 miles, a trip time of 53 minutes and the map of the route was different from the one that we had taken! We contacted Utaxi and they promptly refunded the extra cost. Very bizarre - I hope this is an isolated incident and that Utaxi investigates. If the fare wasn't so much higher than expected we may not have noticed.",1
6137,10/11/2017,"Utaxi rides have always been convenient, plentiful and prompt. All rides have been with good and friendly drivers. Always been impressed with the cleanliness and newness of the vehicles I've ridden in.",1
6140,10/10/2017,I have had a positive experience with Utaxi and it's the company that I contact when I need fast service. When it mattered they were there and always on time and I am thankful for that.,1
6144,10/08/2017,"Found myself in California, emergency trip, without transportation. Stranger in town. Called taxi for 16 mile trip to the hospital. Cost $58.00 and no way to afford that for long after paying for food and lodging. Called Utaxi after that. Less than half the cost and drivers always prompt, courteous, and helpful in recommending food, shopping and other necessities when asked. Got a mini sightseeing tour with every ride as they explained the surrounding area. Loved it. Thank you Utaxi.",1
6148,10/07/2017,"Used Utaxi 4 times in Miami in January. Twice the drivers were good, one a little lost, and one couldn't find his butt with both hands.",1
6157,10/04/2017,"A couple years back the family and I went on a trip to Washington, the state. We went there to one of their water parks. We had loaded up in the motor home and went. The trip ended up being a total bust, the weather, the water park, trying to find accommodation for us and the motor home. Not having another vehicle Utaxi came through on several times. Each time the Utaxi people were great. More or less saved the trip.",1
6161,10/03/2017,"I have the Utaxi app installed on my phone. Utaxi drivers are easy to schedule, payment is made online so I never need to worry about having cash. My wait is typically 5 minutes and I'm able to see the car in route along with make and license plate numbers (which can be sent to a friend by text if anything should ever happen). Fares are 50-75% less than traditional cabs. Cars are clean and well maintained. Love Utaxi!",1
6168,10/01/2017,"I use Utaxi daily to commute back and forth to work. The drivers are reliable, and I don't have to deal with cash transactions anymore. The last time I used a ""cab,"" the driver ripped me off! Thank God for Utaxi!",1
6171,9/29/17,"In general Utaxi is a great app, easy to use, convenient. When it becomes a not so great app is the ""surge prices"" feature. The ride then costs a ridiculous amount. I agree you can charge more when there's high demand but there should be a limit, like 20% more or 30% more. But often times it could be 3X as much. Makes regular customers like me resentful.",1
6172,9/29/17,"I've used Utaxi many times in CA and in MD. The app could be a bit more user friendly though. With the exception of one, all drivers have been friendly and have driven carefully. One time I had an issue with billing and customer service handled the problem immediately and to my satisfaction. I would definitely recommend Utaxi.",1
6173,9/29/17,Utaxi has done a great job to provide us an alternative transportation for people who don't want to use bus or taxis. It provides security and privacy for the customers.,1
6175,9/28/17,"We used Utaxi in NYC recently and it was our first experience with the service. Almost all of our drivers over three days were prompt, courteous, and treated us with respect. I don't envy these guys' job, but we certainly appreciated them.",1
6181,9/27/17,"We only started using Utaxi this past year in Las Vegas, Nevada. A hotel staff member helped us download the app and use it. The drivers were very dependable, prompt and courteous. The cars were much cleaner than the cabs, and the rates were much lower. I am sorry to hear about the scandals that have recently besieged this company, and am hoping that the CEO's decision to take a leave of absence will help this company reform itself and improve its name. Unfortunately, Utaxi is not allowed to operate in my area, otherwise, my husband and I would use it more often.",1
6183,9/26/17,"Utaxi drivers that I've dealt with have always been professional, safe drivers, and a pleasure to deal with. Their cars have always been clean, mostly newer models, and well-maintained. For the most part, the drivers get you in a short period time. However occasionally you might get a driver that suddenly realizes he doesn't want to take the call and you suddenly see on the map that he's going in a different direction. That could be frustrating when you're waiting for pick up, luckily, it has rarely happened. Overall, Utaxi is very good.",1
6185,9/26/17,Utaxi is very convenient and always on time within five minutes of stated time and you always knew where they were at and how far away from you they were. I would recommend the service to anyone who needs a lift.,1
6189,9/25/17,"Arrived in LAX 8 hours ahead of schedule due to change of plans so our pickup wasn't available. My daughter suggested to try Utaxi so we did after comparing the fare going home which was about the same. A black shiny Suburban picked us up in less than 10 minutes. The van interior was clean so was the driver. He was pleasant to talk to and he drove us home safely. It was a pleasant experience that from now on, no more dirty taxis and smelly cab drivers for me.",1
6190,9/25/17,"Using Utaxi was a pleasant surprise and I love the fact that they are available on short notice. The prices are much more affordable than the taxi cabs I was using prior to Utaxi and fare payment via credit card is great. They offer and deliver good service which I felt was safe and everything already in the system and no need to pull out anything. I also tried Utaxi as driver for several months... It was fun! I only had one incident that caused me concern after calling Utaxi and confirming a ride. Between 11:00-11:30 pm close to a price surge time, I was switched to several different driver confirmations which caused a 45-minute wait and that night I finally called a cab.",1
6191,9/25/17,"I live in a very small town and at times there is no one available to pick up. Utaxi is great in large metropolitan areas. Drivers are very polite and punctual. I noticed that the ride would state a different amount, however after I am dropped off the price has increased. There is no customer service number. I understand that even the drivers don't have a main number to contact for Utaxi Corporate. That is a serious issue. Every company should have a human to speak with for concerns.",1
6194,9/24/17,I used Utaxi for a couple of medical appointments. The drivers were prompt and so friendly and I could not have been happier. The cars were spotless and I had lots of floor space. The rides were smooth because the cars were very nice and that's important with all my back issues. I highly recommend Utaxi to anyone and everyone!,1
6195,9/24/17,"The service was convenient (just a phone call and they came to our location). The drivers were always on time, courteous, and helpful. Their fee was usually less than the commercial cab fares and the vehicles were all clean and efficient.",1
6197,9/23/17,"I am in a non-profit organization that is financially assisting seniors with no other transportation choices to use Utaxi via 24-Hour Care home health. Our Friends of Outreach will pay the app fees and the charge for rides for vetted seniors through the non-profit via the city of Irvine. Certain seniors who don't have access to a phone that can connect the apps, and also don't meet the criteria for use of other transportation modes we support financially, are using the service on a trial basis on 12-week contracts. So far so good.",1
6200,9/22/17,"I am not sure how to reach out to Utaxi if I have a unique question for example airport pickups or gated community pickups, car seat issues etc., so I will opt out and not use them in those instances.",1
6209,9/20/17,I have used Utaxi many times and I have had good experiences 99% of the time. I like the convenience of the automatic payment and most of the drivers are great as well.,1
6212,9/19/17,"I have used Utaxi in Orlando and NYC. The use of the current technology helps to obtain ground transportation very fast but the exception is during a rainstorm. In NYC, I had challenges obtaining transportation.",1
6219,9/17/17,"I absolutely love Utaxi! They are very convenient, quick and for the most part very safe. I use Utaxi every day and I've only had a few issues which weren't that traumatic. As of this point, I don't know what I would do without Utaxi. I rely on them to go everywhere and in the case of needing to go to an event where it's going to be packed, with parking being horrible, Utaxi is a no-brainer. They drop you off close to the event, you don't have to worry about paying for a high prices parking spot. Overall, I am very happy with Utaxi.",1
6221,9/17/17,PROS: Really easy to use and fast arrival time of the car. CONS: Background check doubtful and sometimes car description is not accurate.,1
6224,9/16/17,We didn't want to drive in San Francisco after parking at our hotel. We used Utaxi 4 times and found the response times fast and the drivers courteous and careful to obey laws. We knew about the higher prices at rush times and were not surprised at the higher but reasonable charge during the one time we rode at 5:30 pm. We will use Utaxi again on our trips to unfamiliar cities.,1
